memberId	residentialState	branch	annualIncome	yearsEmployment	homeOwnership	incomeVerified	creditScore	dtiRatio	revolvingBalance	revolvingUtilizationRate	numDelinquency2Years	numDerogatoryRec	numInquiries6Mon	lengthCreditHistory	numOpenCreditLines	numTotalCreditLines	numChargeoff1year
102157	OH	Cleveland	90088.50911	< 1 year	mortgage	1	728	25.79996239	170199.7157	30.5823559	0	0	0	25	9	10	0
102176	MS	Gulfport	25217.57782	6-9 years	own	1	683	31.22072097	137247.7374	53.04447511	0	1	6	9	9	12	0
102184	NH	Nashua	56874.67001	2-5 years	rent	0	778	21.67423354	87715.82723	69.33331368	0	0	2	29	13	18	0
102198	PA	Pittsburgh	87083.2616	1 year	mortgage	1	644	36.02423054	157543.4516	64.81561629	1	11	0	12	6	10	1
102203	FL	Jacksonville	113051.5101	10+ years	mortgage	0	816	29.34108259	105622.649	51.69071825	0	0	8	7	16	18	0
102205	AR	Little Rock	92386.16675	6-9 years	mortgage	1	840	23.61827173	127926.4545	58.73783052	0	2	14	4	11	12	0
102208	NY	New York City	75916.55089	1 year	rent	1	871	29.88626036	116959.9526	75.8089464	0	3	0	1	11	16	0
102209	LA	New Orleans	74371.37251	10+ years	mortgage	1	754	13.99713194	113346.8337	53.06620446	5	0	0	21	21	25	4
102213	FL	Miami	81211.45229	10+ years	mortgage	0	789	31.4668669	102182.1478	32.95433828	0	0	2	32	16	17	0
102214	NY	Buffalo	104946.3204	10+ years	rent	1	734	31.01352651	79936.57702	34.41315395	0	1	0	14	14	19	0
102216	TX	San Antonio	73135.97919	< 1 year	mortgage	1	664	33.68416602	161973.2504	42.84441839	0	0	0	11	11	17	0
102231	NE	Lincoln	63269.99811	6-9 years	own	1	829	31.61468605	124523.787	46.50540019	0	0	0	23	11	18	0
102236	ME	Lewiston	81916.29999	1 year	mortgage	1	623	39.05215832	95161.87125	53.65931535	4	0	3	14	9	12	4
102248	MT	Billings	89146.4903	10+ years	mortgage	0	846	14.53018803	170756.6353	40.3499603	0	0	0	3	9	13	0
102250	DC	Washington															
102258	ID	Boise	57048.60366	1 year	own	0	671	32.65989504	123580.1348	32.59718321	6	0	0	3	12	15	5
102262	NM	Las Cruces	106982.3176	6-9 years	mortgage	1	839	24.41055878	124781.6114	68.90685401	0	0	0	6	13	16	0
102263	WI	Milwaukee	85061.90407	1 year	rent	1	827	25.55818259	96343.48152	70.79980776	0	1	0	3	18	19	0
102273	IN	Fort Wayne	75369.39278	6-9 years	mortgage	1	715	28.4523884	95615.27198	67.50891354	0	0	0	16	21	21	0
102292	WI	Madison	78196.11623	< 1 year	rent	1	813	18.70791401	98647.13542	44.97041022	0	0	3	15	21	22	0
102296	WA	Seattle	81835.62669	2-5 years	mortgage	1	760	15.2081554	152894.9936	28.01248113	0	0	2	12	14	19	0
102302	FL	Jacksonville	95745.97131	2-5 years	rent	1	681	31.04342389	183524.7914	43.46830582	0	0	6	1	7	12	0
102309	FL	Jacksonville	59499.62278	< 1 year	rent	0	675	25.4102865	151237.7583	59.77552778	4	0	8	4	7	11	3
102322	NJ	Newark	70915.64811	6-9 years	mortgage	1	802	28.96959085	155506.5232	69.54352617	0	0	0	4	8	15	0
102337	MN	Minneapolis	75067.59899	10+ years	mortgage	0	619	24.62493371	119503.0026	71.26589004	4	0	0	6	9	16	3
102349	ME	Portland	47554.08955	1 year	rent	1	551	28.72370377	115400.8555	67.34257624	6	0	0	10	10	12	3
102364	DC	Washington															
102387	KY	Louisville	59594.77699	< 1 year	own	1	799	20.86893749	74028.92624	38.73766966	0	0	3	14	18	20	0
102393	DC	Washington															
102394	MI	Grand Rapids	72167.32702	1 year	rent	1	763	34.20904967	100893.2794	50.70634596	0	0	2	3	12	13	0
102398	FL	Tampa	70468.11864	< 1 year	rent	1	688	36.8884129	156814.3718	49.98770931	0	0	5	2	13	17	0
102403	WA	Spokane	92983.10729	6-9 years	rent	1	635	21.15477057	128956.8947	59.61049004	0	2	0	27	20	22	0
102410	MN	Minneapolis	113346.2636	6-9 years	rent	1	821	15.61967164	168170.2058	57.7624086	0	0	0	10	13	13	0
102419	SC	Columbia	39975.82653	< 1 year	rent	1	746	24.84659741	111066.0683	48.68160989	0	0	0	13	13	18	0
102432	NH	Nashua	79506.92918	6-9 years	rent	0	829	38.78707838	135956.9983	36.05056635	0	0	0	2	5	8	0
102437	NH	Nashua	97963.11811	10+ years	mortgage	0	727	27.0375045	87930.9025	36.4903905	0	0	2	9	8	12	0
102450	NY	Buffalo	67480.8713	10+ years	mortgage	0	603	21.28247551	151316.4522	28.78529654	0	2	1	9	15	16	0
102456	RI	Warwick	91840.85153	2-5 years	rent	0	759	29.32908901	156250.6414	55.93339969	0	0	0	9	8	13	0
102466	GA	Augusta	50240.5989	6-9 years	rent	0	645	32.82013117	103030.9809	60.69000803	0	0	0	20	9	13	0
102467	VT	Burlington	84794.73806	< 1 year	rent	0	677	16.22550206	133502.8944	62.57308237	9	4	3	4	9	12	6
102472	KS	Overland Park	77196.60891	< 1 year	mortgage	1	721	22.37146458	96692.51959	66.99734988	0	0	7	1	11	18	0
102476	KY	Louisville	101747.6737	6-9 years	mortgage	1	728	22.69658949	88638.82085	50.30023523	0	0	0	19	9	14	0
102482	OR	Eugene	29559.57233	1 year	rent	1	674	21.17771158	143813.7518	69.68506003	0	0	0	4	8	12	0
102485	MN	Saint Paul	67873.28057	10+ years	mortgage	1	627	25.0205027	124316.4647	40.52976127	4	0	6	5	12	19	2
102506	CA	San Diego	88977.77725	< 1 year	rent	1	619	25.26245925	113403.7445	60.51606918	0	1	0	4	11	15	0
102512	OR	Eugene	58561.01028	10+ years	rent	1	700	31.49056315	116751.9902	53.40751853	0	5	4	5	15	17	0
102522	SC	Charleston	103945.9592	< 1 year	own	1	694	30.8286869	124540.2114	46.30401679	0	0	0	5	9	16	0
102529	MI	Grand Rapids	104544.7441	6-9 years	mortgage	1	813	19.77762605	122658.8156	50.4219493	0	3	0	6	10	16	0
102534	OH	Columbus	89961.49647	1 year	mortgage	0	761	28.41026678	142846.9076	44.09474945	0	0	1	1	8	14	0
102549	MN	Minneapolis	78325.9177	6-9 years	rent	1	732	28.38253871	132269.7004	56.225993	0	0	2	6	7	8	0
102556	CA	San Diego	55931.15296	2-5 years	mortgage	1	623	29.38816375	145255.3073	62.71149357	0	0	0	5	4	5	0
102565	NJ	Jersey City	77663.71953	2-5 years	mortgage	1	552	30.85540332	214938.1097	50.20417648	6	3	0	17	11	16	5
102574	MT	Missoula	54543.85857	2-5 years	own	1	705	27.57173634	163612.6407	58.51444235	0	0	0	7	9	11	0
102600	DE	Wilmington	60344.78686	6-9 years	own	1	765	29.40032682	173563.3881	42.12008191	0	3	0	13	8	13	0
102608	VT	South Burlington	94125.14416	< 1 year	mortgage	0	719	21.37441559	130468.1057	52.2728787	0	0	3	27	7	10	0
102632	NV	Reno	46332.12817	< 1 year	own	1	707	37.32670128	98538.18328	52.89457646	0	0	3	19	17	23	0
102635	TX	Dallas	74215.12751	< 1 year	own	0	635	20.429161	114090.8523	68.32503039	0	0	0	10	10	11	0
102639	TX	Dallas	100877.7882	1 year	rent	1	766	21.76138646	102950.9621	54.85017899	0	0	0	12	14	17	0
102640	TN	Memphis	95270.64826	6-9 years	rent	1	719	20.541577	114375.7621	41.96584426	0	6	0	2	14	19	0
102643	CA	Los Angeles	71575.0454	2-5 years	rent	0	712	13.23612205	83184.08625	52.13481795	0	0	0	6	10	17	0
102647	CA	Los Angeles	47023.34198	6-9 years	own	1	726	16.61294518	130824.0803	51.30724416	0	0	6	14	13	20	0
102648	FL	Miami	85857.44698	< 1 year	rent	0	700	25.53796361	126390.2613	65.52915984	0	0	7	15	17	18	0
102650	ID	Boise	82404.60754	1 year	rent	0	581	35.56786772	165008.5415	44.30570221	0	0	7	12	14	14	0
102651	DC	Washington															
102664	ND	Fargo	62242.98292	1 year	own	1	590	31.5942404	128395.7579	51.31189086	0	0	5	7	10	14	0
102667	AZ	Tucson	75910.14765	1 year	mortgage	1	741	30.17414621	110940.0726	57.52112259	0	1	0	21	7	10	0
102677	VA	Norfolk	79703.9186	10+ years	mortgage	0	722	22.87972942	111854.5134	49.59713158	0	0	0	1	10	17	0
102691	SD	Sioux Falls	48425.84079	< 1 year	own	1	841	21.2765234	121547.5618	47.96728517	0	3	2	2	12	22	0
102699	FL	Jacksonville	71335.17695	< 1 year	own	1	765	25.00064577	138812.2072	74.47132281	0	0	6	6	14	16	0
102702	NJ	Jersey City	41874.83696	1 year	own	0	727	30.75670447	70655.73834	60.8405536	2	0	5	21	15	16	1
102703	CO	Colorado Springs	36763.05062	< 1 year	own	1	659	17.52001373	101520.6876	45.54182579	0	0	4	27	9	12	0
102720	DC	Washington															
102726	MA	Worcester	66628.65174	1 year	own	0	643	39.42467335	95519.81857	63.98922324	0	0	0	9	11	13	0
102731	LA	New Orleans	81058.15464	10+ years	mortgage	1	705	26.28512434	94497.67169	35.16792916	0	0	0	14	10	14	0
102746	FL	Tampa	62457.75293	10+ years	own	0	686	33.85017149	161309.9759	51.82077977	0	3	0	20	12	17	0
102767	DC	Washington															
102771	TN	Knoxville	103824.7862	6-9 years	rent	1	809	22.34619036	170354.7719	42.4089297	0	0	6	10	6	8	0
102781	IN	Fort Wayne	51744.13218	6-9 years	mortgage	0	712	21.41484187	115094.0449	59.83878936	0	0	1	5	10	12	0
102798	AZ	Tucson	75615.15365	10+ years	mortgage	1	683	19.78263386	109237.1117	61.41784702	0	0	7	5	11	14	0
102801	AR	Little Rock	88862.89605	10+ years	mortgage	1	705	17.034208	142362.1775	70.04898671	0	4	0	6	11	12	0
102802	ID	Nampa	63391.75306	< 1 year	own	1	840	29.15590111	91008.14725	44.56637147	0	8	0	18	16	17	0
102815	MA	Worcester	97250.16385	10+ years	own	1	633	36.51842822	114894.7997	47.47273403	2	0	2	21	14	15	2
102828	CA	San Diego	94005.38882	6-9 years	rent	1	874	21.44235983	172157.4322	70.15683702	0	4	4	20	11	16	0
102839	IN	Fort Wayne	94789.21265	1 year	rent	1	821	14.83551483	134271.2336	29.23914272	0	0	1	1	11	15	0
102849	FL	Miami	66152.36854	10+ years	mortgage	1	776	31.52381476	142742.8564	48.22802276	0	0	7	11	9	12	0
102850	VA	Virginia Beach	89953.58924	< 1 year	rent	0	608	18.33816236	161066.2814	45.37597488	17	6	10	10	13	17	9
102875	DC	Washington															
102882	NE	Lincoln	94829.65826	6-9 years	mortgage	1	712	21.90973756	181845.405	56.48062722	0	0	5	3	13	13	0
102892	DC	Washington															
102898	OH	Cleveland	83046.76736	< 1 year	own	1	741	24.52135821	87905.63185	62.71576608	0	0	0	23	13	14	0
102917	NJ	Jersey City	111258.404	10+ years	mortgage	1	599	32.74498647	124408.3245	58.12203774	9	3	0	25	12	14	7
102930	ME	Lewiston	58476.43733	2-5 years	own	1	709	24.05046993	130122.1769	66.5412807	7	0	0	4	11	14	4
102935	CA	Los Angeles	111860.5321	2-5 years	mortgage	1	749	33.28609449	179974.6032	37.17549561	0	3	1	1	13	18	0
102959	CT	New Haven	82904.58793	10+ years	rent	0	761	12.95090008	130652.7553	34.86707028	0	0	1	4	9	11	0
102967	CA	Los Angeles	80175.45436	2-5 years	own	0	702	23.56451243	112942.7607	33.88974579	0	6	1	1	13	15	0
102970	VT	South Burlington	59686.93742	2-5 years	own	1	746	19.17637307	58479.70364	44.75597865	0	0	0	15	10	18	0
102977	GA	Atlanta	101040.3063	10+ years	mortgage	1	752	19.95794359	143445.0562	63.35989609	9	0	0	14	12	17	5
102978	WA	Seattle	72061.34904	2-5 years	rent	1	795	33.31697079	188942.2373	73.52197974	0	0	0	12	10	11	0
102979	WI	Milwaukee	102574.2436	< 1 year	own	1	709	38.81338495	132091.1154	69.62011083	7	0	6	17	12	16	4
102981	NY	Rochester	95336.71476	< 1 year	rent	0	843	35.72950839	127664.088	63.90093184	0	2	3	13	19	21	0
102990	IA	Des Moines	79821.05411	2-5 years	own	1	697	25.42243107	138424.9427	58.89359158	0	3	0	3	11	17	0
102996	FL	Tampa	89215.31549	1 year	mortgage	1	793	26.87992085	91200.13416	68.63491694	0	0	2	2	11	13	0
102998	IN	Fort Wayne	75437.2747	2-5 years	rent	1	665	32.15432853	143943.1482	69.55913816	0	2	0	1	11	20	0
103002	KY	Lexington	85812.40263	2-5 years	mortgage	1	661	29.98603172	153809.9473	65.91472741	0	3	0	13	11	12	0
103003	NV	Reno	100655.4797	2-5 years	own	1	836	32.32299043	148239.1786	40.41179376	0	1	0	15	11	21	0
103013	SD	Aberdeen	94922.80075	1 year	mortgage	0	798	10.44442223	141340.9463	34.02513746	0	0	0	4	12	14	0
103016	MS	Jackson	83796.24986	10+ years	rent	1	794	23.45439724	193396.6009	56.54205443	0	0	0	9	10	12	0
103024	AL	Mobile	42208.97148	2-5 years	rent	1	715	22.26611579	96785.65215	85.46426345	0	0	0	9	14	15	0
103027	CA	Los Angeles	77291.08565	10+ years	mortgage	0	537	30.39507768	126058.6069	70.3750434	0	9	0	4	9	11	0
103031	OH	Columbus	90686.49163	6-9 years	mortgage	1	603	31.19146555	140787.1291	47.61418043	0	2	6	11	18	19	0
103044	MN	Minneapolis	77982.65819	2-5 years	mortgage	1	773	28.40606967	30746.75839	28.55049667	1	0	6	8	15	16	1
103051	TX	San Antonio	72656.53626	1 year	own	1	699	26.96959452	164306.3099	60.68426288	0	3	0	5	11	17	0
103055	SD	Rapid City	79373.84925	1 year	own	1	744	33.60004953	165340.6144	61.06834694	0	0	5	1	14	19	0
103065	DC	Washington															
103074	SD	Sioux Falls	87183.19575	6-9 years	rent	1	638	36.02824793	92261.79413	71.63518829	0	0	0	22	7	9	0
103075	NY	New York City	117514.5119	10+ years	mortgage	1	859	15.99972892	119957.7265	49.53169272	0	0	0	1	19	23	0
103081	IN	Fort Wayne	100748.4463	10+ years	mortgage	1	756	25.00905511	169170.6217	50.31736796	0	0	5	1	5	9	0
103095	WA	Seattle	84170.58433	1 year	own	1	725	31.49040677	146735.5511	63.41549478	0	0	4	17	16	18	0
103100	MO	Kansas City	74249.48151	1 year	rent	1	769	7.519182302	148228.0973	34.73897244	0	0	5	16	16	17	0
103106	LA	New Orleans	73943.20891	10+ years	own	1	823	28.31139714	133944.5488	62.56848127	0	0	11	5	8	15	0
103116	ID	Boise	61516.26461	1 year	rent	0	760	17.10088589	84397.8016	64.07604849	2	0	0	6	17	22	1
103119	OR	Portland	68876.17678	10+ years	rent	1	835	24.93335692	89520.27364	69.80749714	0	0	2	16	10	15	0
103122	TN	Knoxville	95031.85392	1 year	own	1	693	17.83093167	128268.8666	46.64979709	0	0	0	19	10	13	0
103131	PA	Pittsburgh	62278.29677	6-9 years	own	1	655	25.35320675	151541.7311	57.6765287	3	0	0	1	19	19	3
103152	AR	Fort Smith	70915.79776	< 1 year	rent	0	711	30.84685772	136706.0002	54.15809852	0	0	1	11	7	11	0
103170	WV	Charleston	48766.21459	2-5 years	mortgage	0	735	25.93652637	93808.69672	59.15757563	0	3	0	42	12	15	0
103177	FL	Tampa	91186.51699	2-5 years	mortgage	1	756	21.45445068	151526.6557	47.92531878	0	0	0	9	15	17	0
103188	UT	Salt Lake City	87144.36349	10+ years	mortgage	1	728	14.11436027	99117.56263	48.34460896	9	0	2	2	9	13	8
103190	MA	Boston	62467.47025	< 1 year	own	1	543	31.58436068	144365.0252	39.7820591	0	0	0	43	17	17	0
103200	IL	Aurora	71966.73499	< 1 year	own	0	641	34.09314975	145431.8634	77.85879855	4	3	0	12	7	8	4
103212	NE	Omaha	87524.23437	1 year	mortgage	1	844	36.873762	115427.4172	32.38556269	0	0	0	15	17	18	0
103220	NY	Rochester	104827.922	6-9 years	mortgage	1	778	18.74938534	155717.6871	47.18965286	0	0	0	1	16	17	0
103223	CA	San Jose	84869.18059	< 1 year	own	1	822	19.61754121	205074.2576	67.86852865	0	0	7	7	12	15	0
103241	FL	Jacksonville	94347.20519	2-5 years	mortgage	0	874	20.60013806	144579.5104	42.49483766	0	0	1	2	21	23	0
103249	UT	West Valley City	76258.01776	6-9 years	own	1	722	17.88347345	191969.2271	58.3025352	0	2	8	17	8	11	0
103260	NH	Nashua	74133.5707	6-9 years	own	1	837	23.53674849	105440.7023	34.51211305	0	0	3	24	8	13	0
103261	WA	Spokane	84331.85592	10+ years	rent	0	712	31.89268396	101511.73	67.49641748	0	0	11	17	7	12	0
103265	RI	Cranston	77195.40147	2-5 years	mortgage	1	781	29.45978285	126174.5985	69.1686675	0	0	0	22	13	13	0
103279	NH	Manchester	82318.06103	2-5 years	mortgage	1	748	20.67989693	109999.7264	49.04244109	0	0	0	21	11	12	0
103295	CO	Denver	96365.85536	1 year	mortgage	1	726	29.043419	123349.7682	35.74542059	0	0	9	15	14	19	0
103312	IL	Aurora	104323.5417	10+ years	mortgage	1	812	15.03602278	145106.1275	47.99200127	0	0	1	3	21	21	0
103315	FL	Miami	71936.48053	1 year	own	0	551	27.74817598	200271.7659	52.80271519	9	0	14	8	16	18	8
103316	RI	Providence	85614.78886	1 year	rent	1	719	20.08181546	107339.2849	64.6423089	4	3	4	16	9	12	2
103319	IN	Indianapolis	84003.83553	10+ years	rent	1	749	24.1395531	125857.407	73.9637185	6	0	0	16	13	16	3
103320	IL	Aurora	73196.94683	1 year	mortgage	1	765	23.8681904	159514.8795	60.55045513	0	0	0	9	7	10	0
103331	CA	Los Angeles	56091.21254	2-5 years	own	1	646	28.63934874	144620.6357	85.64229834	0	9	4	2	16	20	0
103333	MO	Kansas City	74099.19079	1 year	mortgage	1	819	28.16333979	124503.481	56.76433104	0	5	5	6	14	15	0
103334	TN	Nashville	70872.18687	1 year	mortgage	1	711	30.64793837	197674.6549	63.16192005	0	0	0	6	9	17	0
103339	KS	Overland Park	83442.25369	6-9 years	mortgage	1	753	24.53903207	83923.06249	70.91123378	0	4	0	7	10	19	0
103346	IN	Indianapolis	53179.88656	< 1 year	rent	1	649	21.94165075	91851.21926	57.66517728	0	7	10	11	18	19	0
103348	CA	San Diego	84436.86732	1 year	rent	0	518	35.51186935	163519.9541	43.44205088	0	0	10	25	11	13	0
103368	WA	Spokane	72346.99511	6-9 years	mortgage	1	700	36.24196494	104717.1052	59.64122022	0	0	1	17	8	12	0
103369	TX	Houston	76332.44232	< 1 year	rent	1	727	30.28462767	138233.2937	71.04826067	0	0	0	16	8	10	0
103370	OK	Oklahoma City	75837.78463	6-9 years	mortgage	0	637	36.48874309	133350.4451	70.34233532	0	0	0	18	6	11	0
103389	TX	Houston	79039.58842	1 year	rent	1	649	26.31421351	68549.83123	61.61463784	0	0	2	11	9	18	0
103411	DC	Washington															
103439	IL	Chicago	63207.37394	< 1 year	own	0	761	19.23138192	127947.8983	29.0471346	0	0	0	2	15	18	0
103452	NY	Rochester	78695.78312	2-5 years	mortgage	1	731	31.82775534	108829.9904	32.85545636	2	1	5	18	11	18	2
103453	CA	San Jose	51648.36761	6-9 years	mortgage	1	718	33.96832729	118175.903	67.64440499	0	0	0	22	11	19	0
103464	WI	Milwaukee	94689.02365	6-9 years	mortgage	0	783	19.38374091	82035.3415	47.2722824	0	0	0	22	13	14	0
103467	NC	Charlotte	45913.63369	6-9 years	rent	1	763	23.22955192	110233.426	66.45118424	0	0	5	13	10	14	0
103469	CA	San Diego	49899.4246	2-5 years	own	1	752	33.07554183	109848.4781	55.44870019	0	0	5	13	8	16	0
103473	NE	Omaha	49012.09919	6-9 years	mortgage	1	745	18.69792459	104103.6236	40.21729831	0	0	6	12	7	13	0
103478	NE	Lincoln	58032.21498	2-5 years	mortgage	1	705	17.43477134	124616.8352	58.03609808	5	0	0	24	9	13	4
103481	FL	Tampa	52881.60863	2-5 years	own	1	772	30.49901403	125610.5315	46.75315967	0	0	0	26	13	14	0
103495	MT	Missoula	121174.1397	10+ years	mortgage	0	798	26.74662825	207992.9445	34.63687811	0	3	0	6	9	18	0
103501	IN	Indianapolis	80554.7431	10+ years	mortgage	0	650	20.97287559	171055.9663	43.86903051	0	0	0	17	9	12	0
103512	RI	Providence	96517.25158	2-5 years	mortgage	0	691	24.94848139	88798.31268	68.77188657	0	0	1	27	10	12	0
103517	AL	Mobile	93016.00218	< 1 year	rent	1	625	37.98490213	154969.4694	44.38128209	1	0	10	9	10	18	1
103519	NM	Albuquerque	63278.52694	6-9 years	mortgage	1	722	23.99148732	160996.535	55.76530499	0	0	2	8	11	18	0
103520	CA	Los Angeles	89502.27161	6-9 years	rent	1	761	31.44056238	157161.6641	77.28804241	0	0	2	3	16	19	0
103526	TX	Dallas	74044.74697	6-9 years	rent	1	795	18.97718379	144999.1258	73.38380301	0	0	0	17	16	21	0
103545	WI	Milwaukee	84673.33211	2-5 years	mortgage	0	686	24.64198343	159174.4607	54.65581269	0	0	0	20	14	14	0
103553	IN	Indianapolis	57590.3654	1 year	mortgage	1	727	21.20431283	95759.98615	62.45232406	0	1	4	30	14	20	0
103571	IA	Des Moines	65795.4949	< 1 year	mortgage	1	620	22.98588163	154244.0699	50.36741598	5	0	0	9	9	10	4
103581	WY	Cheyenne	70926.13082	1 year	rent	0	785	27.08685834	93820.02782	77.0192697	0	0	0	1	13	19	0
103589	SC	North Charleston	106364.5765	6-9 years	mortgage	0	653	23.4618664	161629.9003	39.93069984	0	4	0	19	18	21	0
103597	OH	Cleveland	80648.90339	2-5 years	rent	1	670	18.73940702	161048.4956	42.57605317	0	0	4	28	12	16	0
103606	CA	San Diego	49606.52606	2-5 years	rent	1	777	36.07924357	137352.9799	58.96977371	0	1	0	18	11	13	0
103608	WA	Seattle	71368.52869	< 1 year	own	0	638	26.50483113	132987.3405	56.89456835	0	0	0	18	8	11	0
103619	WI	Madison	83714.28645	2-5 years	rent	1	731	17.36807208	155449.846	43.71330767	0	0	0	29	11	16	0
103626	FL	Jacksonville	77364.89697	10+ years	mortgage	1	730	28.03091196	100584.7837	69.92201257	0	1	0	3	7	12	0
103635	WI	Milwaukee	107987.6688	< 1 year	mortgage	0	740	26.6836637	104616.0736	54.31419866	0	5	0	2	18	19	0
103651	IN	Indianapolis	61763.76468	2-5 years	own	1	731	34.0815277	142938.9241	56.44398332	0	0	3	33	10	14	0
103706	GA	Augusta	77305.96865	< 1 year	mortgage	1	679	24.01353207	164853.1102	63.22288691	3	1	0	27	14	17	2
103714	DC	Washington															
103716	PA	Philadelphia	58957.41843	< 1 year	own	0	722	36.60549743	162307.6954	48.44046645	0	0	0	16	5	7	0
103726	WA	Tacoma	97017.14743	2-5 years	mortgage	1	817	19.02931829	134294.4709	62.66558377	0	0	4	12	15	17	0
103739	NY	Rochester	77881.01952	1 year	rent	0	734	25.63606366	172414.5702	31.65001114	0	0	14	11	11	15	0
103742	KY	Lexington	77005.18159	< 1 year	own	1	522	36.44298184	169802.9446	55.78865734	5	5	0	16	13	15	3
103759	MN	Minneapolis	65957.47407	< 1 year	own	1	746	25.85763894	142371.7937	63.90780521	0	0	0	19	12	14	0
103762	IL	Aurora	86525.2275	10+ years	mortgage	0	698	19.68300893	130092.3453	71.33745942	0	0	0	17	9	14	0
103765	WA	Seattle	72487.24222	1 year	rent	1	807	35.32941228	88936.06921	67.43938941	0	0	14	6	13	21	0
103777	IN	Indianapolis	101921.6395	6-9 years	mortgage	1	759	17.04898576	155414.3453	53.5359703	0	4	2	15	11	13	0
103781	MT	Billings	81915.27081	10+ years	own	0	740	18.84550614	132375.7668	61.73337896	0	0	0	2	9	16	0
103783	DE	Dover	69819.69176	2-5 years	mortgage	1	734	13.25988436	147321.0906	67.04746133	3	0	5	10	17	17	3
103810	MI	Grand Rapids	72807.03708	2-5 years	rent	0	684	34.96151903	130090.2876	51.5054187	0	0	0	14	13	17	0
103814	SD	Aberdeen	93458.17458	2-5 years	mortgage	1	734	33.62324633	162796.0966	58.01922979	0	0	0	14	11	13	0
103840	OH	Cleveland	89002.55345	1 year	mortgage	1	779	36.09461825	147325.3974	60.92150402	0	3	0	23	14	16	0
103843	MA	Worcester	87341.76191	6-9 years	rent	0	644	23.36448091	75334.31578	63.8948475	0	0	0	31	8	15	0
103847	NH	Nashua	103021.8008	2-5 years	mortgage	1	743	37.94622516	131289.0887	66.42219986	0	0	0	8	13	21	0
103852	TX	Dallas	70755.79102	6-9 years	mortgage	1	765	28.83404257	193606.6078	70.89708451	0	0	0	20	11	12	0
103858	IL	Aurora	79008.91595	2-5 years	rent	0	633	31.05579873	153496.2069	44.65547969	0	0	0	13	12	18	0
103864	RI	Cranston	83551.68747	10+ years	rent	1	785	19.54136961	132473.6405	51.59094652	0	0	2	14	14	16	0
103877	MD	Baltimore	32493.57486	< 1 year	own	1	667	18.9113439	114816.5487	69.74568833	5	0	0	20	12	17	4
103882	FL	Jacksonville	50359.66118	2-5 years	own	0	692	24.81792813	132827.0867	77.49148771	0	0	0	15	10	14	0
103886	DC	Washington															
103899	MO	Saint Louis	46478.92316	2-5 years	own	1	647	31.00758979	122950.0419	72.64646875	1	0	1	19	12	16	1
103906	LA	New Orleans	72001.42326	1 year	mortgage	0	684	19.38121037	96573.96986	33.21914457	4	0	0	6	9	14	2
103907	KS	Wichita	81671.7195	2-5 years	own	1	677	18.2254393	88220.82295	58.10018339	4	0	0	22	9	11	3
103920	NH	Manchester	68585.43467	6-9 years	rent	1	828	29.74664209	102570.3161	61.88226776	0	0	0	3	13	21	0
103929	NV	Las Vegas	93568.55015	10+ years	rent	1	776	37.94917053	140891.7723	36.67090449	0	4	0	9	10	12	0
